order_id,customer_id,product_id,order_date,quantity,unit_price,discount,sales_channel
O00426,C0208,P011,2025-07-30,1,78.36,0.0938,Web
O00427,C0043,P008,2025-07-01,1,617.22,0.0609,Web
O00428,C0132,P011,2025-07-08,5,76.88,0.045,Direct
O00429,C0014,P020,2025-07-18,1,282.74,0.0353,Direct
O00430,C0163,P005,2025-07-20,1,663.71,0.0342,Direct
O00431,C0165,P014,2025-07-28,1,138.81,0.0556,Partner
O00432,C0010,P017,2025-07-22,4,291.78,0.062,Direct
O00433,C0204,P013,2025-07-15,2,102.7,0.012,Web
O00434,C0197,P002,2025-07-01,2,1062.49,0.0901,Partner
O00435,C0143,P017,2025-07-25,3,280.39,0.0836,Direct
O00436,C0258,P019,2025-07-29,1,320.12,0.1003,Web
O00437,C0107,P002,2025-07-27,1,870.09,0.0534,Partner
O00438,C0101,P005,2025-07-14,2,558.36,0.0921,Web
O00439,C0192,P018,2025-07-23,4,61.98,0.0354,Partner
O00440,C0274,P010,2025-07-13,2,463.29,0.1141,Web
O00441,C0131,P009,2025-07-16,4,197.82,0.0904,Partner
O00442,C0010,P003,2025-07-20,3,1465.66,0.0799,Web
O00443,C0016,P008,2025-07-10,5,680.7,0.0591,Web
O00444,C0232,P002,2025-07-16,1,937.36,0.1033,Web
O00445,C0168,P017,2025-07-11,5,303.53,0.1152,Partner
O00446,C0069,P012,2025-07-18,5,163.57,0.0672,Partner
O00447,C0104,P007,2025-07-19,2,547.82,0.0099,Web
O00448,C0149,P017,2025-07-20,3,271.5,0.0514,Partner
O00449,C0073,P010,2025-07-23,2,447.2,0.0238,Direct
O00450,C0215,P017,2025-07-18,5,302.23,0.0349,Partner
O00451,C0249,P018,2025-07-06,4,77.9,0.0797,Direct
O00452,C0254,P002,2025-07-14,1,1151.57,0.0893,Partner
O00453,C0021,P010,2025-07-17,5,389.53,0.0679,Partner
O00454,C0032,P016,2025-07-27,2,132.3,0.0473,Web
O00455,C0170,P005,2025-07-19,3,635.97,0.1074,Web
O00456,C0022,P015,2025-07-15,2,91.53,0.0537,Direct
O00457,C0086,P008,2025-07-04,3,632.04,0.0601,Direct
O00458,C0142,P016,2025-07-24,4,129.78,0.0961,Partner
O00459,C0175,P018,2025-07-25,1,72.8,0.0342,Web
O00460,C0222,P008,2025-07-21,4,565.01,0.0613,Web
O00461,C0050,P019,2025-07-16,2,427.81,0.1184,Direct
O00462,C0263,P004,2025-07-26,5,1174.45,0.0472,Web
O00463,C0281,P018,2025-07-23,4,71.62,0.0465,Partner
O00464,C0244,P012,2025-07-15,1,189.88,0.0276,Partner
O00465,C0106,P004,2025-07-10,4,1610.36,0.0297,Direct
O00466,C0075,P017,2025-07-27,1,245.02,0.0604,Web
O00467,C0158,P020,2025-07-29,1,306.49,0.0615,Direct
O00468,C0243,P006,2025-07-13,4,653.32,0.0889,Direct
O00469,C0253,P016,2025-07-28,1,132.16,0.1071,Web
O00470,C0001,P015,2025-07-18,1,83.29,0.0326,Web
O00471,C0179,P010,2025-07-03,1,407.73,0.0848,Partner
O00472,C0173,P020,2025-07-27,2,268.23,0.0918,Web
O00473,C0259,P008,2025-07-24,4,554.99,0.0224,Direct
O00474,C0150,P020,2025-07-07,5,323.29,0.1005,Web
O00475,C0033,P002,2025-07-16,5,1145.87,0.1044,Direct
O00476,C0210,P011,2025-07-17,3,80.07,0.1103,Partner
O00477,C0184,P003,2025-07-16,2,1379.79,0.1134,Direct
O00478,C0134,P002,2025-07-27,1,1213.11,0.0194,Partner
O00479,C0090,P016,2025-07-19,5,116.42,0.0905,Web
O00480,C0107,P014,2025-07-16,3,138.68,0.0162,Direct
O00481,C0143,P003,2025-07-10,1,1683.02,0.0422,Partner
O00482,C0065,P016,2025-07-22,2,138.81,0.1122,Partner
O00483,C0137,P008,2025-07-07,5,528.1,0.0888,Direct
O00484,C0297,P017,2025-07-18,1,281.0,0.0424,Partner
O00485,C0161,P014,2025-07-19,4,175.79,0.0591,Partner
O00486,C0019,P010,2025-07-04,4,369.39,0.0395,Direct
O00487,C0172,P015,2025-07-07,1,78.35,0.0054,Partner
O00488,C0262,P005,2025-07-02,3,486.39,0.067,Partner
O00489,C0157,P006,2025-07-24,3,718.63,0.1108,Partner
O00490,C0087,P014,2025-07-02,4,173.66,0.1177,Partner
O00491,C0279,P015,2025-07-17,3,79.94,0.0975,Web
O00492,C0221,P003,2025-07-14,5,1589.16,0.0992,Web
O00493,C0228,P014,2025-07-17,4,158.28,0.0325,Direct
O00494,C0112,P013,2025-07-25,1,118.54,0.0526,Web
O00495,C0228,P005,2025-07-19,2,594.04,0.0279,Partner
O00496,C0020,P002,2025-07-12,4,1000.87,0.0518,Partner
O00497,C0094,P017,2025-07-15,2,292.8,0.1127,Direct
O00498,C0199,P020,2025-07-24,1,296.6,0.0497,Direct
O00499,C0206,P011,2025-07-26,2,66.13,0.0498,Web
O00500,C0038,P017,2025-07-18,4,308.32,0.0043,Direct
O00501,C0226,P013,2025-07-29,3,101.86,0.0299,Partner
O00502,C0036,P018,2025-07-09,1,68.51,0.0635,Web
O00503,C0162,P001,2025-07-10,1,1292.32,0.066,Web
O00504,C0099,P010,2025-07-07,2,339.71,0.113,Direct
O00505,C0120,P003,2025-07-18,1,1419.53,0.1178,Partner
O00506,C0186,P013,2025-07-31,3,104.61,0.1169,Direct
O00507,C0122,P005,2025-07-14,4,561.77,0.0461,Partner
O00508,C0280,P007,2025-07-31,3,575.36,0.0779,Web
O00509,C0090,P020,2025-07-19,1,343.23,0.0681,Direct
O00510,C0212,P018,2025-07-17,3,74.94,0.0547,Web
O00511,C0100,P004,2025-07-09,2,1555.82,0.0041,Partner
O00512,C0213,P016,2025-07-01,3,121.54,0.0809,Partner
O00513,C0182,P002,2025-07-15,3,1106.42,0.0706,Web
O00514,C0110,P007,2025-07-19,3,541.09,0.0676,Partner
O00515,C0216,P018,2025-07-23,4,70.18,0.0386,Partner
O00516,C0026,P019,2025-07-01,4,441.86,0.0267,Web
O00517,C0040,P017,2025-07-04,1,250.16,0.0502,Partner
O00518,C0098,P011,2025-07-30,1,85.72,0.0184,Partner
O00519,C0029,P016,2025-07-07,1,155.91,0.0621,Web
O00520,C0101,P014,2025-07-01,3,138.08,0.1097,Web
O00521,C0044,P016,2025-07-04,5,118.79,0.0711,Direct
O00522,C0078,P019,2025-07-10,2,352.75,0.0689,Direct
O00523,C0298,P004,2025-07-09,3,1461.39,0.0154,Web
O00524,C0280,P019,2025-07-26,3,399.69,0.0852,Direct
O00525,C0066,P015,2025-07-24,5,91.51,0.0334,Direct
O00526,C0030,P015,2025-07-03,1,80.57,0.0073,Direct
O00527,C0290,P011,2025-07-29,1,78.99,0.0949,Partner
O00528,C0247,P003,2025-07-18,5,1642.91,0.0567,Web
O00529,C0248,P014,2025-07-20,2,174.83,0.0118,Web
O00530,C0249,P013,2025-07-08,3,131.17,0.0101,Direct
O00531,C0119,P016,2025-07-24,3,119.25,0.0095,Direct
O00532,C0226,P006,2025-07-28,2,798.82,0.0838,Web
O00533,C0159,P006,2025-07-19,4,844.38,0.011,Partner
O00534,C0098,P009,2025-07-13,2,216.93,0.0569,Web
O00535,C0034,P012,2025-07-27,2,147.83,0.032,Web
O00536,C0258,P001,2025-07-12,4,1639.29,0.0077,Direct
O00537,C0112,P006,2025-07-23,2,853.5,0.0847,Direct
O00538,C0186,P019,2025-07-06,2,397.37,0.0456,Web
O00539,C0071,P019,2025-07-07,4,373.52,0.0899,Partner
O00540,C0293,P004,2025-07-20,2,1585.63,0.0298,Direct
O00541,C0062,P018,2025-07-19,1,74.35,0.0939,Direct
O00542,C0185,P018,2025-07-20,3,62.62,0.0259,Direct
O00543,C0152,P006,2025-07-06,3,720.41,0.0293,Web
O00544,C0265,P007,2025-07-14,1,581.47,0.0218,Direct
O00545,C0043,P015,2025-07-03,3,73.95,0.1157,Web
O00546,C0245,P011,2025-07-27,1,86.52,0.0405,Partner
O00547,C0003,P013,2025-07-07,4,111.84,0.0266,Web
O00548,C0035,P005,2025-07-25,2,627.34,0.038,Direct
O00549,C0279,P005,2025-07-13,3,586.15,0.1103,Direct
O00550,C0263,P004,2025-07-27,1,1606.92,0.0559,Partner
O00551,C0271,P001,2025-07-05,1,1440.17,0.0309,Web
O00552,C0051,P019,2025-07-07,2,438.41,0.0913,Partner
O00553,C0088,P013,2025-07-14,4,114.43,0.0776,Web
O00554,C0057,P001,2025-07-10,2,1372.85,0.0853,Partner
O00555,C0179,P014,2025-07-24,3,157.41,0.0191,Web
O00556,C0202,P017,2025-07-09,5,239.25,0.0399,Web
O00557,C0241,P007,2025-07-09,3,537.65,0.0232,Partner
O00558,C0163,P006,2025-07-22,4,843.35,0.0512,Web
O00559,C0071,P019,2025-07-16,1,322.27,0.0866,Direct
O00560,C0229,P012,2025-07-02,3,183.41,0.0452,Partner
O00561,C0005,P007,2025-07-09,1,698.64,0.0076,Direct
O00562,C0249,P009,2025-07-23,1,214.88,0.103,Direct
O00563,C0089,P004,2025-07-26,1,1437.14,0.0425,Direct
O00564,C0038,P008,2025-07-11,3,527.09,0.0068,Web
O00565,C0235,P019,2025-07-30,2,441.3,0.1157,Direct
O00566,C0043,P002,2025-07-19,1,1108.73,0.0115,Partner
O00567,C0020,P004,2025-07-21,1,1439.74,0.1184,Direct
O00568,C0202,P004,2025-07-31,3,1474.01,0.0048,Partner
O00569,C0039,P018,2025-07-20,2,59.14,0.0609,Partner
O00570,C0282,P016,2025-07-16,5,122.12,0.0069,Web
O00571,C0298,P002,2025-07-18,4,1169.0,0.0172,Partner
O00572,C0087,P006,2025-07-01,4,747.72,0.084,Web
O00573,C0065,P013,2025-07-18,2,123.47,0.0113,Partner
O00574,C0047,P012,2025-07-24,3,191.57,0.11,Partner
O00575,C0223,P013,2025-07-08,5,117.88,0.0004,Direct
O00576,C0019,P005,2025-07-03,5,548.61,0.0842,Web
O00577,C0292,P016,2025-07-08,3,120.88,0.0897,Partner
O00578,C0107,P013,2025-07-09,5,114.4,0.0329,Web
O00579,C0162,P017,2025-07-25,4,287.18,0.0167,Web
O00580,C0243,P020,2025-07-07,3,315.68,0.058,Partner
O00581,C0051,P009,2025-07-16,1,201.94,0.012,Web
O00582,C0050,P001,2025-07-30,3,1387.64,0.0426,Web
O00583,C0216,P007,2025-07-25,5,612.1,0.1103,Direct
O00584,C0090,P003,2025-07-18,5,1526.26,0.0962,Web
O00585,C0184,P018,2025-07-13,3,81.98,0.0664,Web
O00586,C0082,P019,2025-07-02,4,418.72,0.0122,Direct
O00587,C0243,P007,2025-07-05,3,508.19,0.0095,Web
O00588,C0209,P006,2025-07-15,1,695.14,0.0274,Web
O00589,C0150,P004,2025-07-30,4,1600.88,0.0168,Partner
O00590,C0288,P007,2025-07-20,1,641.47,0.0845,Direct
O00591,C0167,P017,2025-07-30,3,272.61,0.0389,Web
O00592,C0032,P013,2025-07-02,3,112.18,0.0113,Direct
O00593,C0049,P004,2025-07-02,4,1451.03,0.0505,Partner
O00594,C0028,P003,2025-07-11,3,1727.36,0.0695,Direct
O00595,C0164,P010,2025-07-30,3,466.49,0.0908,Web
O00596,C0150,P018,2025-07-01,1,81.29,0.0383,Direct
O00597,C0134,P006,2025-07-29,5,788.19,0.0057,Partner
O00598,C0019,P005,2025-07-19,3,494.72,0.112,Web
O00599,C0242,P019,2025-07-16,3,394.97,0.035,Direct
O00600,C0020,P004,2025-07-04,5,1199.22,0.0373,Partner
O00601,C0099,P001,2025-07-18,3,1598.32,0.0962,Partner
O00602,C0182,P005,2025-07-13,5,644.24,0.0608,Partner
O00603,C0174,P005,2025-07-03,5,533.85,0.0031,Web
O00604,C0073,P010,2025-07-11,1,407.06,0.106,Direct
O00605,C0243,P006,2025-07-12,3,695.49,0.0986,Partner
O00606,C0048,P004,2025-07-16,4,1471.17,0.0955,Web
O00607,C0042,P012,2025-07-17,4,161.9,0.0039,Partner
O00608,C0035,P018,2025-07-11,1,70.74,0.0428,Web
O00609,C0170,P012,2025-07-27,3,177.87,0.08,Partner
O00610,C0096,P004,2025-07-19,2,1436.17,0.0378,Direct
O00611,C0207,P007,2025-07-12,4,628.98,0.0162,Direct
O00612,C0133,P001,2025-07-02,3,1671.81,0.0196,Partner
O00613,C0110,P011,2025-07-17,3,63.74,0.1098,Partner
O00614,C0137,P006,2025-07-09,1,824.33,0.1107,Partner
O00615,C0200,P012,2025-07-30,2,178.28,0.0659,Direct
O00616,C0284,P011,2025-07-09,1,67.0,0.0838,Direct
O00617,C0073,P020,2025-07-27,1,324.94,0.1112,Direct
O00618,C0023,P015,2025-07-22,1,92.52,0.0083,Web
O00619,C0159,P017,2025-07-26,3,306.2,0.1054,Direct
O00620,C0244,P009,2025-07-08,2,201.11,0.0121,Direct
O00621,C0237,P014,2025-07-15,1,151.31,0.0065,Partner
O00622,C0090,P013,2025-07-20,3,132.84,0.0069,Web
O00623,C0020,P018,2025-07-04,5,67.12,0.0791,Web
O00624,C0121,P007,2025-07-17,2,516.86,0.1054,Web
O00625,C0208,P019,2025-07-28,5,388.11,0.0669,Direct
O00626,C0296,P009,2025-07-03,4,204.86,0.0395,Web
O00627,C0133,P007,2025-07-24,1,618.75,0.0317,Direct
O00628,C0057,P001,2025-07-12,5,1683.67,0.0404,Web
O00629,C0007,P014,2025-07-02,4,142.11,0.0986,Partner
O00630,C0208,P017,2025-07-01,4,227.83,0.1189,Direct
O00631,C0191,P016,2025-07-03,5,155.4,0.0025,Web
O00632,C0238,P006,2025-07-25,3,613.84,0.0346,Direct
O00633,C0220,P016,2025-07-15,4,142.49,0.0362,Web
O00634,C0094,P016,2025-07-14,5,134.61,0.0663,Partner
O00635,C0141,P009,2025-07-14,3,196.19,0.0992,Direct
O00636,C0273,P004,2025-07-18,2,1364.61,0.0846,Partner
O00637,C0025,P017,2025-07-07,3,287.58,0.09,Partner
O00638,C0203,P007,2025-07-07,4,599.2,0.0706,Partner
O00639,C0298,P001,2025-07-18,5,1549.66,0.0155,Partner
O00640,C0245,P005,2025-07-24,4,556.37,0.1025,Partner
O00641,C0271,P009,2025-07-31,3,167.31,0.0774,Partner
O00642,C0216,P001,2025-07-16,4,1649.28,0.0818,Direct
O00643,C0140,P006,2025-07-08,5,785.4,0.1186,Direct
O00644,C0292,P009,2025-07-24,5,208.04,0.0207,Partner
O00645,C0022,P011,2025-07-27,4,76.71,0.1042,Partner
O00646,C0033,P012,2025-07-16,4,164.12,0.013,Direct
O00647,C0280,P004,2025-07-31,5,1384.2,0.0058,Direct
O00648,C0005,P001,2025-07-06,1,1597.05,0.0954,Direct
O00649,C0183,P005,2025-07-11,3,510.66,0.0364,Partner
O00650,C0267,P015,2025-07-28,3,80.1,0.0396,Direct
O00651,C0196,P010,2025-07-08,3,470.71,0.0137,Direct
O00652,C0256,P010,2025-07-18,4,382.75,0.0623,Partner
O00653,C0085,P006,2025-07-16,4,734.22,0.1111,Web
O00654,C0187,P009,2025-07-23,3,200.98,0.1085,Direct
O00655,C0267,P004,2025-07-01,5,1536.24,0.1033,Web
O00656,C0145,P012,2025-07-10,2,182.57,0.0169,Partner
O00657,C0070,P007,2025-07-05,3,564.01,0.0464,Partner
O00658,C0247,P009,2025-07-24,4,172.19,0.0919,Web
O00659,C0188,P016,2025-07-28,3,147.19,0.1098,Direct
O00660,C0241,P020,2025-07-16,1,328.84,0.0351,Direct
O00661,C0134,P017,2025-07-09,2,297.11,0.0104,Web
O00662,C0014,P010,2025-07-27,3,455.26,0.1142,Partner
O00663,C0072,P009,2025-07-31,2,175.96,0.0601,Partner
O00664,C0067,P009,2025-07-01,4,176.84,0.0296,Partner
O00665,C0184,P004,2025-07-17,2,1463.82,0.0393,Web
O00666,C0185,P001,2025-07-19,5,1591.77,0.0439,Partner
O00667,C0106,P004,2025-07-08,2,1606.79,0.0746,Partner
O00668,C0084,P015,2025-07-26,1,93.12,0.0673,Direct
O00669,C0233,P018,2025-07-07,4,74.22,0.0228,Web
O00670,C0032,P016,2025-07-19,3,133.17,0.0707,Partner
O00671,C0092,P002,2025-07-16,5,944.02,0.0965,Direct
O00672,C0161,P013,2025-07-01,4,134.01,0.0212,Web
O00673,C0132,P002,2025-07-09,4,990.38,0.0467,Partner
O00674,C0075,P009,2025-07-10,4,181.33,0.0371,Partner
O00675,C0163,P005,2025-07-28,2,496.91,0.019,Partner
O00676,C0126,P014,2025-07-02,3,136.31,0.109,Partner
O00677,C0144,P018,2025-07-11,4,64.72,0.0504,Web
O00678,C0064,P007,2025-07-12,5,614.67,0.0432,Web
O00679,C0254,P013,2025-07-25,2,115.02,0.0949,Partner
O00680,C0264,P008,2025-07-18,5,569.73,0.0064,Web
O00681,C0019,P015,2025-07-03,1,85.99,0.0584,Web
O00682,C0056,P016,2025-07-11,3,157.68,0.0738,Web
O00683,C0106,P008,2025-07-25,1,635.79,0.0111,Partner
O00684,C0163,P005,2025-07-14,5,538.55,0.0057,Partner
O00685,C0146,P001,2025-07-14,3,1685.85,0.0293,Web
O00686,C0173,P020,2025-07-02,3,266.04,0.0398,Partner
O00687,C0073,P014,2025-07-06,3,162.52,0.1041,Partner
O00688,C0228,P020,2025-07-24,3,336.14,0.0999,Partner
O00689,C0115,P015,2025-07-06,5,100.95,0.057,Direct
O00690,C0192,P012,2025-07-27,4,164.07,0.0984,Direct
O00691,C0234,P016,2025-07-04,5,125.56,0.0852,Partner
O00692,C0228,P011,2025-07-29,2,78.05,0.0695,Partner
O00693,C0272,P004,2025-07-30,5,1277.82,0.087,Partner
O00694,C0239,P016,2025-07-07,4,122.82,0.1028,Direct
O00695,C0242,P011,2025-07-27,1,81.7,0.03,Web
O00696,C0263,P016,2025-07-07,3,118.06,0.0614,Web
O00697,C0228,P010,2025-07-15,4,398.98,0.0413,Web
O00698,C0079,P006,2025-07-29,1,652.62,0.1186,Web
O00699,C0144,P007,2025-07-14,1,549.3,0.007,Direct
O00700,C0238,P017,2025-07-11,2,284.17,0.0757,Direct
O00701,C0197,P019,2025-07-15,5,403.09,0.0981,Direct
O00702,C0238,P008,2025-07-22,3,528.74,0.091,Direct
O00703,C0032,P020,2025-07-13,1,334.53,0.112,Direct
O00704,C0068,P008,2025-07-29,4,709.61,0.0153,Direct
O00705,C0278,P007,2025-07-01,4,543.88,0.039,Direct
O00706,C0007,P017,2025-07-18,1,283.37,0.0779,Web
O00707,C0148,P016,2025-07-09,3,126.68,0.0019,Direct
O00708,C0062,P002,2025-07-06,3,875.74,0.0189,Web
O00709,C0136,P014,2025-07-30,4,172.64,0.0958,Partner
O00710,C0171,P017,2025-07-18,5,230.21,0.0517,Web
O00711,C0094,P008,2025-07-25,3,570.07,0.0823,Partner
O00712,C0253,P013,2025-07-20,3,122.79,0.0037,Partner
O00713,C0165,P015,2025-07-25,3,81.43,0.0393,Direct
O00714,C0281,P013,2025-07-15,4,126.13,0.0496,Direct
O00715,C0170,P010,2025-07-31,2,395.65,0.0823,Web
O00716,C0012,P016,2025-07-09,3,145.36,0.0771,Partner
O00717,C0155,P014,2025-07-12,4,173.82,0.061,Web
O00718,C0220,P013,2025-07-08,3,112.49,0.0509,Partner
O00719,C0152,P006,2025-07-09,2,707.94,0.0725,Partner
O00720,C0066,P008,2025-07-14,1,657.52,0.0098,Partner
O00721,C0005,P010,2025-07-07,1,427.41,0.0412,Partner
O00722,C0285,P012,2025-07-18,2,154.33,0.0744,Web
O00723,C0201,P010,2025-07-26,2,363.86,0.0134,Web
O00724,C0036,P012,2025-07-13,4,140.03,0.1144,Partner
O00725,C0044,P001,2025-07-15,3,1603.2,0.1098,Partner
O00726,C0214,P018,2025-07-31,2,59.97,0.1184,Direct
O00727,C0026,P017,2025-07-27,5,247.57,0.0171,Partner
O00728,C0199,P010,2025-07-17,4,460.89,0.0744,Direct
O00729,C0223,P007,2025-07-14,3,526.28,0.0231,Web
O00730,C0044,P015,2025-07-22,4,89.06,0.0449,Partner
O00731,C0152,P014,2025-07-22,5,169.91,0.0656,Web
O00732,C0246,P004,2025-07-15,1,1560.94,0.0464,Direct
O00733,C0166,P008,2025-07-13,2,619.06,0.0654,Web
O00734,C0199,P016,2025-07-07,3,153.78,0.0415,Direct
O00735,C0082,P019,2025-07-24,2,387.8,0.0644,Web
O00736,C0249,P002,2025-07-29,1,1053.41,0.0703,Web
O00737,C0071,P011,2025-07-14,1,76.11,0.0316,Partner
O00738,C0103,P006,2025-07-16,3,635.03,0.0088,Direct
O00739,C0279,P004,2025-07-07,1,1441.68,0.0213,Partner
O00740,C0265,P007,2025-07-03,4,674.61,0.0354,Web
O00741,C0035,P009,2025-07-04,5,230.45,0.0858,Direct
O00742,C0021,P001,2025-07-31,2,1717.53,0.0127,Direct
O00743,C0018,P008,2025-07-31,2,539.29,0.0834,Direct
O00744,C0083,P019,2025-07-03,2,379.93,0.019,Direct
O00745,C0057,P009,2025-07-31,1,231.08,0.0174,Web
O00746,C0157,P015,2025-07-03,3,79.42,0.0066,Web
O00747,C0196,P003,2025-07-19,3,1690.54,0.0105,Partner
O00748,C0133,P002,2025-07-08,2,998.03,0.0086,Direct
O00749,C0131,P005,2025-07-28,3,671.49,0.1196,Web
O00750,C0294,P011,2025-07-03,4,71.7,0.0285,Direct
O00751,C0073,P001,2025-07-05,1,1471.52,0.0408,Partner
O00752,C0055,P013,2025-07-12,2,135.47,0.0289,Partner
O00753,C0091,P011,2025-07-13,1,76.07,0.0183,Direct
O00754,C0049,P005,2025-07-09,2,514.11,0.1116,Direct
O00755,C0166,P001,2025-07-26,3,1518.89,0.0301,Direct
O00756,C0136,P020,2025-07-23,2,272.92,0.0232,Web
O00757,C0125,P007,2025-07-14,5,658.77,0.1136,Direct
O00758,C0196,P014,2025-07-15,4,171.11,0.0613,Direct
O00759,C0055,P008,2025-07-02,4,624.69,0.0149,Partner
O00760,C0118,P014,2025-07-27,5,144.66,0.0986,Web
O00761,C0269,P009,2025-07-24,4,176.31,0.111,Direct
O00762,C0145,P011,2025-07-08,4,70.22,0.044,Web
O00763,C0025,P015,2025-07-16,5,93.14,0.0657,Direct
O00764,C0135,P014,2025-07-27,2,140.35,0.1144,Partner
O00765,C0036,P008,2025-07-24,5,710.96,0.0844,Direct
O00766,C0049,P009,2025-07-04,2,220.06,0.0338,Direct
O00767,C0222,P014,2025-07-13,5,134.72,0.0471,Partner
O00768,C0195,P013,2025-07-06,5,102.21,0.0488,Direct
O00769,C0132,P013,2025-07-06,3,107.35,0.0541,Direct
O00770,C0111,P007,2025-07-23,2,561.48,0.0648,Web
O00771,C0265,P019,2025-07-21,3,395.02,0.0088,Web
O00772,C0054,P010,2025-07-24,4,448.95,0.0224,Web
O00773,C0046,P005,2025-07-11,2,594.66,0.0746,Web
O00774,C0207,P011,2025-07-10,3,80.22,0.0672,Partner
O00775,C0142,P007,2025-07-02,5,518.68,0.0854,Web
O00776,C0219,P012,2025-07-17,3,157.93,0.0993,Partner
O00777,C0268,P016,2025-07-27,3,149.26,0.0321,Direct
O00778,C0177,P008,2025-07-10,5,611.85,0.1141,Partner
O00779,C0165,P016,2025-07-19,5,131.78,0.1196,Direct
O00780,C0046,P001,2025-07-15,5,1643.54,0.109,Direct
O00781,C0192,P015,2025-07-05,4,86.04,0.0612,Partner
O00782,C0153,P007,2025-07-16,1,670.66,0.0851,Web
O00783,C0052,P016,2025-07-02,2,138.35,0.004,Direct
O00784,C0115,P011,2025-07-08,3,64.28,0.0828,Direct
O00785,C0236,P009,2025-07-11,3,183.99,0.0645,Web
O00786,C0132,P010,2025-07-19,4,337.3,0.1089,Direct
O00787,C0012,P002,2025-07-20,3,940.8,0.0629,Partner
O00788,C0085,P011,2025-07-13,2,79.71,0.0299,Partner
O00789,C0214,P001,2025-07-28,3,1513.02,0.0551,Partner
O00790,C0289,P005,2025-07-31,2,537.71,0.0947,Partner
O00791,C0039,P012,2025-07-22,4,195.1,0.0785,Direct
O00792,C0270,P004,2025-07-04,4,1483.94,0.0581,Partner
O00793,C0147,P019,2025-07-06,5,330.02,0.0161,Partner
O00794,C0021,P019,2025-07-03,2,408.54,0.0663,Direct
O00795,C0183,P017,2025-07-04,2,271.33,0.0141,Partner
O00796,C0266,P014,2025-07-04,5,135.93,0.0967,Web
O00797,C0255,P003,2025-07-08,4,1741.15,0.0901,Web
O00798,C0058,P014,2025-07-14,3,135.8,0.0839,Web
O00799,C0072,P008,2025-07-03,3,535.96,0.0681,Web
O00800,C0056,P002,2025-07-03,2,1207.86,0.0821,Partner
O00801,C0141,P004,2025-07-26,1,1314.67,0.0183,Web
O00802,C0066,P012,2025-07-19,4,149.8,0.0668,Partner
O00803,C0123,P006,2025-07-13,5,620.22,0.0879,Partner
O00804,C0232,P015,2025-07-06,3,84.77,0.1042,Web
O00805,C0139,P011,2025-07-05,4,83.37,0.0994,Direct
O00806,C0143,P010,2025-07-23,3,371.89,0.1025,Direct
O00807,C0094,P001,2025-07-09,1,1644.42,0.0408,Partner
O00808,C0045,P004,2025-07-17,3,1552.01,0.0085,Web
O00809,C0253,P001,2025-07-18,3,1722.15,0.0335,Direct
O00810,C0288,P015,2025-07-09,3,97.49,0.0823,Partner
O00811,C0212,P011,2025-07-01,3,84.2,0.0952,Web
O00812,C0228,P011,2025-07-15,3,83.98,0.1035,Partner
O00813,C0028,P005,2025-07-28,1,558.82,0.1028,Partner
O00814,C0087,P012,2025-07-01,5,159.81,0.0739,Partner
O00815,C0235,P003,2025-07-31,5,1424.75,0.1092,Web
O00816,C0065,P012,2025-07-19,5,144.65,0.0078,Partner
O00817,C0059,P002,2025-07-07,3,1150.06,0.0484,Partner
O00818,C0134,P004,2025-07-17,5,1478.67,0.0566,Direct
O00819,C0076,P015,2025-07-07,5,83.77,0.0015,Web
O00820,C0038,P008,2025-07-11,1,705.45,0.0753,Direct
O00821,C0008,P011,2025-07-09,4,70.05,0.0984,Partner
O00822,C0001,P009,2025-07-29,3,219.97,0.1024,Direct
O00823,C0227,P008,2025-07-22,5,625.65,0.0742,Direct
O00824,C0018,P017,2025-07-18,5,229.96,0.089,Web
O00825,C0114,P017,2025-07-11,5,233.82,0.1128,Web
O00826,C0021,P018,2025-07-27,1,60.7,0.0022,Direct
O00827,C0287,P001,2025-07-01,3,1650.1,0.0153,Partner
O00828,C0038,P014,2025-07-08,1,162.32,0.114,Direct
O00829,C0298,P016,2025-07-18,5,137.92,0.0999,Direct
O00830,C0055,P020,2025-07-21,4,255.9,0.1071,Web
O00831,C0072,P014,2025-07-20,5,141.4,0.0583,Partner
O00832,C0223,P015,2025-07-17,4,92.86,0.1175,Web
O00833,C0299,P015,2025-07-14,1,87.45,0.0707,Direct
O00834,C0044,P015,2025-07-09,1,76.97,0.0614,Direct
O00835,C0026,P004,2025-07-23,3,1238.25,0.0868,Partner
O00836,C0059,P015,2025-07-01,2,88.82,0.0384,Partner
O00837,C0090,P005,2025-07-16,3,642.94,0.1098,Web
O00838,C0091,P011,2025-07-23,5,78.27,0.0241,Web
O00839,C0037,P016,2025-07-17,3,144.03,0.0431,Web
O00840,C0132,P013,2025-07-24,3,107.38,0.0934,Web
O00841,C0205,P016,2025-07-24,4,115.07,0.0328,Partner
O00842,C0141,P019,2025-07-29,3,364.43,0.105,Direct
O00843,C0227,P004,2025-07-08,2,1183.79,0.0891,Direct
O00844,C0046,P013,2025-07-25,5,122.65,0.0017,Web
O00845,C0087,P001,2025-07-16,3,1397.65,0.0216,Partner
O00846,C0185,P005,2025-07-19,2,553.91,0.0224,Web
O00847,C0171,P003,2025-07-25,2,1356.93,0.037,Web
O00848,C0271,P017,2025-07-12,1,276.43,0.0681,Partner
O00849,C0242,P017,2025-07-15,2,251.31,0.0362,Direct
O00850,C0013,P006,2025-07-28,1,835.53,0.0132,Web
O00851,C0272,P010,2025-07-23,2,402.31,0.0666,Partner
